,LR logloss Accuracy Basic,LR logloss ROI Basic,LR logloss Accuracy Enhanced,LR logloss ROI Enhanced,LR acc Accuracy Basic,LR acc ROI Basic,LR acc Accuracy Enhanced,LR acc ROI Enhanced,SVM logloss Accuracy Basic,SVM logloss ROI Basic,SVM logloss Accuracy Enhanced,SVM logloss ROI Enhanced,SVM acc Accuracy Basic,SVM acc ROI Basic,SVM acc Accuracy Enhanced,SVM acc ROI Enhanced,KNN logloss Accuracy Basic,KNN logloss ROI Basic,KNN logloss Accuracy Enhanced,KNN logloss ROI Enhanced,KNN acc Accuracy Basic,KNN acc ROI Basic,KNN acc Accuracy Enhanced,KNN acc ROI Enhanced
0,0.7094017094017094,0.0014834724287095006,0.5223880597014925,0.13722489363309373,0.717948717948718,-0.006052288251670652,0.6240601503759399,0.22242198679747105,0.7264957264957265,0.0046995752227769775,0.48031496062992124,-0.0075167275724463065,0.7478632478632479,0.02274432165765258,0.34782608695652173,-0.16604410408441267,0.6752136752136753,-0.015598388896903844,0.34394904458598724,-0.060440579889102744,0.6965811965811965,0.057852328207422456,0.41139240506329117,0.21529898694283475
1,0.6837606837606838,0.02866568314445368,0.4411764705882353,0.06881220228548614,0.7435897435897436,0.014585596157357645,0.47619047619047616,0.01855784044628871,0.7649572649572649,0.10242373283807887,0.4307692307692308,0.10569491013041298,0.7136752136752137,0.003217983374256443,0.5,0.020973730761581794,0.6581196581196581,0.010401942174232102,0.4066666666666667,-0.05050091867628691,0.6538461538461539,-0.00045313653179468065,0.3924050632911392,-0.07270247582706395
2,0.6794871794871795,-0.052163728469699126,0.5373134328358209,0.08036645730924306,0.6965811965811965,-0.010789683310220023,0.5441176470588235,0.05232311654746865,0.6837606837606838,-0.017401767678931864,0.3724137931034483,-0.25161090021506705,0.717948717948718,0.015283560896336907,0.46956521739130436,0.1614417745634692,0.6239316239316239,-0.10977983452481994,0.38650306748466257,0.479738019725687,0.6538461538461539,-0.05549072653165874,0.32098765432098764,-0.05542974839890531
3,0.7222222222222222,0.008102909061897088,0.4605263157894737,-0.25942828133611096,0.6923076923076923,0.05844928979760035,0.4217687074829932,-0.20973633686520116,0.7136752136752137,0.01119156964078359,0.3819444444444444,-0.17694591614422195,0.717948717948718,0.037719858995543205,0.4041095890410959,-0.10967937838374076,0.6282051282051282,-0.12118145716180333,0.32894736842105265,-0.1843365472722212,0.6709401709401709,-0.048689868568689475,0.32926829268292684,-0.3023440309452372
4,0.7094017094017094,0.041377291283517664,0.45652173913043476,0.11800113306630838,0.7051282051282052,-0.026182618343179007,0.5594405594405595,0.04842554781962065,0.6196581196581197,-0.12697041921091254,0.4676258992805755,0.1532950579041636,0.7136752136752137,-0.008002721705471479,0.4772727272727273,0.22602404375495652,0.6452991452991453,-0.03379682475403807,0.37735849056603776,0.2169518419015288,0.6538461538461539,-0.06505022368565333,0.40131578947368424,0.17680793725063879
5,0.7350427350427351,-0.014959415305128065,0.5217391304347826,0.299151599955518,0.6837606837606838,-0.08779119277365359,0.49645390070921985,0.17646676747965676,0.7264957264957265,-0.019769180807507867,0.4413793103448276,-0.17921304466427593,0.7350427350427351,0.06587010852991691,0.4621212121212121,0.22653859833569065,0.6837606837606838,-0.024447857371351946,0.36585365853658536,0.13757354865772542,0.6752136752136753,0.027871232873168224,0.4,-0.07616025410768598
6,0.7222222222222222,0.029998872890693792,0.4925373134328358,0.11588036941381173,0.7136752136752137,0.024385318486881687,0.5116279069767442,-0.06800076584175223,0.6923076923076923,-0.00313614164154735,0.4965034965034965,0.1287191279488079,0.7692307692307693,0.04153175395038602,0.4122137404580153,0.036285650350046515,0.6752136752136753,-0.020559517957140633,0.35714285714285715,-0.25202964779028325,0.5854700854700855,-0.21333133996031203,0.33557046979865773,-0.19871834085640225
7,0.7350427350427351,0.053379395888868315,0.43410852713178294,-0.009367964979132717,0.7606837606837606,0.03556598679800984,0.4621212121212121,-0.009161523918295302,0.7136752136752137,-0.0412103751781544,0.48,0.04269348385715713,0.7393162393162394,0.05641423483476227,0.42857142857142855,0.02661100620117841,0.6581196581196581,-0.026978933019355184,0.3248407643312102,-0.2897453373002567,0.6623931623931624,0.01944230239154586,0.36363636363636365,-0.34987789059993957
8,0.6623931623931624,-0.10808394008973417,0.41605839416058393,-0.0661850186147269,0.7136752136752137,0.006583215878975198,0.5263157894736842,0.14285114056266465,0.688034188034188,-0.040457417238153416,0.4589041095890411,0.2504929921546012,0.717948717948718,-0.0069661490989686315,0.46099290780141844,0.0766034078087883,0.7051282051282052,0.009934433158143378,0.4240506329113924,0.01820060122751416,0.6752136752136753,0.08754639131205683,0.3782051282051282,-0.13265150548036642
9,0.7264957264957265,-0.020099183209704222,0.49295774647887325,-0.009286883959074208,0.7051282051282052,0.028596532918845452,0.562962962962963,0.21286159311581831,0.6837606837606838,-0.06433278384835653,0.44366197183098594,-0.07119507488660565,0.7008547008547008,-0.0029298040234136736,0.43795620437956206,-0.12797139168605193,0.6752136752136753,-0.004922803500582262,0.36942675159235666,-0.1846016245453363,0.6837606837606838,-0.009095073155925698,0.3248407643312102,0.047912271027222925
10,0.7222222222222222,-0.05290765350852195,0.4647887323943662,-0.06129244302238951,0.7521367521367521,0.0404237720483416,0.4791666666666667,0.22448042833275983,0.7264957264957265,0.00029786243028098454,0.39568345323741005,-0.11263219832213629,0.7264957264957265,0.08630552057591785,0.4740740740740741,0.05977010006129426,0.6623931623931624,-0.020721517914656006,0.34868421052631576,-0.1931165786007491,0.6538461538461539,-0.02670752961752091,0.3719512195121951,-0.01819599466598552
11,0.7307692307692307,0.01905499432010732,0.427536231884058,-0.008047660773582094,0.7094017094017094,-0.01522585121129571,0.48951048951048953,-0.06319836650446542,0.6324786324786325,-0.14893896768952422,0.5099337748344371,0.011586605388100928,0.6965811965811965,-0.05091442629940766,0.43661971830985913,-0.2992629464115684,0.7008547008547008,0.05761721042485905,0.35,0.2098240886209348,0.6538461538461539,-0.02382702492233243,0.4090909090909091,0.30935622581567496
12,0.7307692307692307,0.03301089799847917,0.5079365079365079,0.03665418588242904,0.7350427350427351,-0.003178234030606977,0.5190839694656488,0.2610498652597753,0.7094017094017094,-0.03121621249881825,0.47019867549668876,-0.11549098628962633,0.7393162393162394,0.04054261003352105,0.42953020134228187,-0.19602075856733625,0.6324786324786325,-0.10524264163746615,0.352112676056338,-0.06929761045846224,0.6581196581196581,0.011041161509512135,0.3782051282051282,0.2641759079828494
13,0.7136752136752137,0.03942821970096657,0.4393939393939394,-0.09989399287693516,0.7051282051282052,-0.01445383516908037,0.532258064516129,0.1152167071628683,0.7136752136752137,-0.0752929164919056,0.40298507462686567,-0.07708353651747067,0.688034188034188,-0.041983273469251216,0.5968992248062015,0.3612377147529041,0.6837606837606838,-0.019798893720320787,0.34394904458598724,-0.19948418171616494,0.6452991452991453,-0.10252853654819087,0.3057324840764331,-0.08244564674855788
14,0.7051282051282052,0.009403503829715311,0.5859375,0.19625536545348127,0.6623931623931624,-0.0806629623743246,0.5165562913907285,0.062467537811833444,0.7094017094017094,-0.009648747125654703,0.40625,0.1911287054719781,0.7222222222222222,0.052338802700946346,0.416,0.14860071577730496,0.7008547008547008,0.03867757608532197,0.30612244897959184,-0.13664894791232352,0.6666666666666666,-0.022008641054204737,0.36942675159235666,-0.19746677591113257
